Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2017-113T11:08:57.9966Z [Apr 23] ( 23.007,  92.100)         98           145       4       6     1747
2017-113T11:08:58.0273Z [Apr 23] ( 23.098,  92.079)        437           200       9      24     1747
2017-113T11:08:58.1830Z [Apr 23] ( 22.518,  90.279)         66            59       3       5     1747
2017-113T11:08:59.5578Z [Apr 23] ( 22.677,  90.301)         61           148       3       5     1747
2017-113T11:09:00.1775Z [Apr 23] ( 23.077,  92.143)        188           211       7      13     1747
2017-113T11:09:00.4137Z [Apr 23] ( 22.874,  89.778)        880           619      18      51     1747
2017-113T11:09:00.5262Z [Apr 23] ( 23.493,  91.523)         38             0       1       3     1747
2017-113T11:09:00.5820Z [Apr 23] ( 22.537,  90.510)         68           136       5       6     1747
2017-113T11:09:00.6323Z [Apr 23] ( 23.512,  91.616)        328             0       1      23     1747
2017-113T11:09:00.8900Z [Apr 23] ( 23.173,  89.526)        120           261       4      10     1747
2017-113T11:09:00.9614Z [Apr 23] ( 23.035,  92.096)         73            75       3       6     1747
2017-113T11:09:01.1081Z [Apr 23] ( 22.765,  90.426)        567           614      12      33     1747
2017-113T11:09:01.2749Z [Apr 23] ( 22.531,  90.016)        133           186       7       9     1747
2017-113T11:09:01.3498Z [Apr 23] ( 22.900,  89.659)         25             0       1       2     1747
2017-113T11:09:01.4951Z [Apr 23] ( 22.488,  90.066)         36            84       2       3     1747
2017-113T11:09:01.6865Z [Apr 23] ( 24.485,  91.869)        998            82       8      45     1747
2017-113T11:09:01.6865Z [Apr 23] ( 23.147,  92.325)         91           192       2       7     1747
2017-113T11:09:01.9367Z [Apr 23] ( 23.001,  92.222)         22            30       2       2     1747
2017-113T11:09:01.9633Z [Apr 23] ( 23.043,  92.175)         55             0       1       4     1747
2017-113T11:09:02.5151Z [Apr 23] ( 22.511,  90.396)         14             0       1       1     1747
2017-113T11:09:02.6171Z [Apr 23] ( 23.200,  92.329)         12             0       1       1     1747
2017-113T11:09:02.8899Z [Apr 23] ( 23.092,  92.173)        141           215       6      10     1747
2017-113T11:09:03.4381Z [Apr 23] ( 22.714,  90.607)        460            76      12      29     1747
2017-113T11:09:03.5130Z [Apr 23] ( 23.141,  92.266)        391           662       9      23     1747
2017-113T11:09:03.5632Z [Apr 23] ( 23.165,  92.148)        572            67       9      26     1747
2017-113T11:09:03.9411Z [Apr 23] ( 23.067,  92.110)         85            80       4       7     1747
2017-113T11:09:04.3079Z [Apr 23] ( 23.140,  89.466)        391           222       9      25     1747
2017-113T11:09:04.8926Z [Apr 23] ( 24.066,  93.078)        832           168      16      41     1747
2017-113T11:09:05.0735Z [Apr 23] ( 22.843,  90.543)        381            89      13      29     1747
2017-113T11:09:05.1524Z [Apr 23] ( 23.086,  92.166)         24            50       2       2     1747
2017-113T11:09:05.8747Z [Apr 23] ( 22.589,  90.551)         87           118       2       6     1747
2017-113T11:09:05.9319Z [Apr 23] ( 22.567,  90.301)         34             1       2       3     1747
2017-113T11:09:06.0536Z [Apr 23] ( 23.193,  92.252)         85           152       3       7     1747
2017-113T11:09:06.2149Z [Apr 23] ( 23.236,  92.212)        472           331       9      31     1747
2017-113T11:09:06.4762Z [Apr 23] ( 23.163,  89.503)         26            19       2       2     1747
2017-113T11:09:06.7646Z [Apr 23] ( 22.507,  90.019)         13             0       1       1     1747
2017-113T11:09:07.0635Z [Apr 23] ( 22.669,  90.137)       1643           481      25      86     1747
2017-113T11:09:07.1223Z [Apr 23] ( 22.562,  90.460)         11             0       1       1     1747
2017-113T11:09:07.3479Z [Apr 23] ( 23.078,  92.205)         92           196       5       8     1747
2017-113T11:09:08.1256Z [Apr 23] ( 23.004,  92.097)        327           121       5      18     1747
2017-113T11:09:08.2834Z [Apr 23] ( 22.584,  90.199)        191           375       7      12     1747
2017-113T11:09:08.4302Z [Apr 23] ( 23.220,  92.327)        189           168       4      10     1747
2017-113T11:09:08.5789Z [Apr 23] ( 23.140,  92.160)         39             0       1       3     1747
2017-113T11:09:08.9203Z [Apr 23] ( 22.559,  90.601)        543           497      13      37     1747
2017-113T11:09:09.0098Z [Apr 23] ( 23.544,  91.513)         96           184       3       7     1747
2017-113T11:09:09.3444Z [Apr 23] ( 23.256,  92.163)        170           184       4      11     1747
2017-113T11:09:09.8745Z [Apr 23] ( 23.262,  92.175)         69             0       1       5     1747
2017-113T11:09:09.9871Z [Apr 23] ( 22.862,  89.803)        150            76       3      10     1747
2017-113T11:09:10.0800Z [Apr 23] ( 22.657,  90.316)        125           326       7      10     1747
2017-113T11:09:10.0961Z [Apr 23] ( 22.593,  90.510)         42             0       1       3     1747
2017-113T11:09:10.1484Z [Apr 23] ( 22.999,  92.174)        194            67       4      10     1747
2017-113T11:09:10.2665Z [Apr 23] ( 23.077,  92.145)        894           259      10      40     1747
2017-113T11:09:10.4132Z [Apr 23] ( 23.063,  92.070)         77            69       4       5     1747
2017-113T11:09:10.4202Z [Apr 23] ( 23.011,  89.541)        189            39       3      12     1747
2017-113T11:09:10.9878Z [Apr 23] ( 23.224,  92.388)       1706           349      26      80     1747
2017-113T11:09:11.3622Z [Apr 23] ( 22.895,  89.696)         66            37       4       6     1747
2017-113T11:09:12.0533Z [Apr 23] ( 22.641,  90.567)        679           381      10      32     1747
2017-113T11:09:12.3593Z [Apr 23] ( 22.585,  90.329)         60            41       4       4     1747
2017-113T11:09:12.9161Z [Apr 23] ( 23.196,  92.227)         12             0       1       1     1747
2017-113T11:09:12.9271Z [Apr 23] ( 22.999,  92.123)        230           171       4      11     1747
2017-113T11:09:13.2422Z [Apr 23] ( 24.025,  93.043)        517           286      14      32     1747
2017-113T11:09:13.3045Z [Apr 23] ( 24.000,  92.845)       1593           111      11      73     1747
2017-113T11:09:13.4462Z [Apr 23] ( 22.983,  89.752)       1125           245      12      57     1747
2017-113T11:09:13.5216Z [Apr 23] ( 24.137,  93.117)         92            14       5       6     1747
2017-113T11:09:13.5859Z [Apr 23] ( 22.995,  92.188)         24             0       1       2     1747
2017-113T11:09:14.5362Z [Apr 23] ( 23.222,  92.310)         26             0       1       2     1747
2017-113T11:09:14.8085Z [Apr 23] ( 23.112,  92.196)        216           367       8      16     1747
2017-113T11:09:14.9105Z [Apr 23] ( 23.120,  92.082)       1672           395      18      77     1747
2017-113T11:09:15.4713Z [Apr 23] ( 22.543,  90.152)         50             0       1       3     1747
2017-113T11:09:15.8667Z [Apr 23] ( 22.665,  90.231)       4161           956      41     196     1747
2017-113T11:09:15.8667Z [Apr 23] ( 23.147,  89.477)       1045           261      13      63     1747
2017-113T11:09:15.8938Z [Apr 23] ( 23.060,  92.135)        336            10       2      13     1747
2017-113T11:09:17.0147Z [Apr 23] ( 22.979,  92.127)        357           343      11      22     1747
2017-113T11:09:17.1363Z [Apr 23] ( 23.099,  92.294)       3179           794      32     131     1747
2017-113T11:09:17.6071Z [Apr 23] ( 23.051,  92.217)       1312           362      23      63     1747
2017-113T11:09:17.7796Z [Apr 23] ( 23.381,  91.912)        286            43       6      21     1747
2017-113T11:09:17.9178Z [Apr 23] ( 23.500,  91.925)         33             0       1       2     1747
2017-113T11:09:18.8987Z [Apr 23] ( 22.847,  89.691)         52            75       3       4     1747
2017-113T11:09:18.9686Z [Apr 23] ( 22.988,  92.189)        133           273       6       9     1747
2017-113T11:09:19.1726Z [Apr 23] ( 22.974,  92.093)         23             0       1       2     1747
2017-113T11:09:19.5043Z [Apr 23] ( 23.127,  92.161)        312           516      12      21     1747
2017-113T11:09:19.5379Z [Apr 23] ( 22.639,  90.534)        184           193       6      12     1747
2017-113T11:09:19.6133Z [Apr 23] ( 23.036,  92.139)        302           105       6      18     1747
2017-113T11:09:19.8846Z [Apr 23] ( 23.216,  92.333)        169           398       9      13     1747
2017-113T11:09:19.9414Z [Apr 23] ( 22.889,  89.789)        658           406      14      41     1747
2017-113T11:09:20.0972Z [Apr 23] ( 23.336,  92.252)       1692           247      21      94     1747
2017-113T11:09:20.1565Z [Apr 23] ( 23.524,  91.491)         79            16       2       5     1747
2017-113T11:09:20.2907Z [Apr 23] ( 22.564,  90.493)         22             0       1       2     1747
2017-113T11:09:20.6389Z [Apr 23] ( 23.407,  92.127)        124             0       1       9     1747
2017-113T11:09:20.6409Z [Apr 23] ( 23.474,  92.343)       2854           352      43     162     1747
2017-113T11:09:20.6480Z [Apr 23] ( 23.320,  92.055)        126             5       2       9     1747
2017-113T11:09:20.8645Z [Apr 23] ( 23.161,  91.927)         51             0       1       3     1747
2017-113T11:09:20.9826Z [Apr 23] ( 22.699,  90.375)         69            52       2       6     1747
2017-113T11:09:21.4896Z [Apr 23] ( 22.498,  90.028)         23            85       2       2     1747
2017-113T11:09:21.5142Z [Apr 23] ( 23.270,  91.827)       1493           324      10      75     1747
2017-113T11:09:21.7223Z [Apr 23] ( 23.547,  91.541)        169           141       4      10     1747
2017-113T11:09:21.7559Z [Apr 23] ( 23.183,  89.544)         11             0       1       1     1747
2017-113T11:09:22.0303Z [Apr 23] ( 23.079,  89.432)         23             0       1       2     1747
2017-113T11:09:22.5600Z [Apr 23] ( 23.547,  91.514)         12             0       1       1     1747
2017-113T11:09:23.4750Z [Apr 23] ( 22.571,  90.335)         70            92       3       6     1747
2017-113T11:09:23.4896Z [Apr 23] ( 23.002,  92.105)        203           420       5      15     1747
2017-113T11:09:23.6539Z [Apr 23] ( 23.070,  92.193)        272            39       6      15     1747
2017-113T11:09:23.9477Z [Apr 23] ( 23.099,  92.072)       2109           597      27     105     1747
2017-113T11:09:24.1754Z [Apr 23] ( 22.577,  90.532)        150           255       3       8     1747
2017-113T11:09:24.3633Z [Apr 23] ( 24.061,  93.102)        299           254      11      19     1747
2017-113T11:09:24.4618Z [Apr 23] ( 22.696,  90.281)       1014           741      16      48     1747
2017-113T11:09:25.0452Z [Apr 23] ( 22.393,  90.187)         22           113       2       2     1747
2017-113T11:09:25.1457Z [Apr 23] ( 23.030,  92.201)         91            76       3       7     1747
2017-113T11:09:25.2638Z [Apr 23] ( 22.579,  90.111)         45           121       2       4     1747
2017-113T11:09:25.4678Z [Apr 23] ( 22.543,  90.018)         36             0       1       3     1747
2017-113T11:09:26.2496Z [Apr 23] ( 23.217,  92.239)        456           406      11      34     1747
2017-113T11:09:26.2707Z [Apr 23] ( 23.076,  92.144)         91           241       2       6     1747
2017-113T11:09:26.6109Z [Apr 23] ( 22.844,  89.746)         24             0       1       2     1747
2017-113T11:09:26.8678Z [Apr 23] ( 23.300,  91.760)        221            12       3      14     1747
2017-113T11:09:26.8733Z [Apr 23] ( 22.994,  92.221)        721           202      19      50     1747
2017-113T11:09:26.8783Z [Apr 23] ( 23.043,  92.100)        277           120       3      11     1747
2017-113T11:09:26.8999Z [Apr 23] ( 22.580,  90.251)        127           220       4      10     1747
2017-113T11:09:27.8616Z [Apr 23] ( 23.071,  92.183)         37             0       1       3     1747
2017-113T11:09:27.9672Z [Apr 23] ( 22.656,  90.595)         46             0       1       3     1747
2017-113T11:09:28.0677Z [Apr 23] ( 22.748,  90.408)        167           169       4      12     1747
2017-113T11:09:28.3933Z [Apr 23] ( 23.146,  92.153)        140            80       5      10     1747
2017-113T11:09:28.9501Z [Apr 23] ( 22.890,  89.716)         11             0       1       1     1747
2017-113T11:09:29.1631Z [Apr 23] ( 23.121,  92.342)        199           395       9      15     1747
2017-113T11:09:29.2993Z [Apr 23] ( 23.212,  92.185)         51             0       1       4     1747
2017-113T11:09:29.3943Z [Apr 23] ( 23.178,  92.127)        610           381       7      27     1747
2017-113T11:09:29.4425Z [Apr 23] ( 22.578,  90.573)       1367           467      17      64     1747
2017-113T11:09:29.4551Z [Apr 23] ( 23.512,  91.566)         26             0       1       2     1747
2017-113T11:09:29.4551Z [Apr 23] ( 24.060,  92.884)        103           247       5       9     1747
2017-113T11:09:29.4606Z [Apr 23] ( 22.876,  89.793)        378           289       9      24     1747
2017-113T11:09:29.4802Z [Apr 23] ( 23.014,  92.097)         74            73       3       6     1747
2017-113T11:09:30.1028Z [Apr 23] ( 23.070,  92.078)         78           247       2       6     1747
2017-113T11:09:30.1691Z [Apr 23] ( 22.981,  92.167)        120             0       1       7     1747
2017-113T11:09:30.2747Z [Apr 23] ( 22.620,  90.172)        692           596      13      41     1747
2017-113T11:09:30.6902Z [Apr 23] ( 23.113,  89.452)        405           254       3      22     1747
2017-113T11:09:31.1540Z [Apr 23] ( 22.996,  89.463)        826            12       2      39     1747
2017-113T11:09:31.1615Z [Apr 23] ( 23.049,  89.509)       1012           211       5      35     1747
2017-113T11:09:31.2314Z [Apr 23] ( 23.028,  92.197)         63            90       3       5     1747
2017-113T11:09:31.5766Z [Apr 23] ( 22.653,  90.608)         87           284       5       7     1747
2017-113T11:09:32.2923Z [Apr 23] ( 23.238,  92.275)        767           645      10      47     1747
2017-113T11:09:32.8676Z [Apr 23] ( 23.079,  92.189)        338           379      12      21     1747
