Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2018-131T02:59:36.0395Z [May 11] ( 24.160,  91.970)       5443           961      68     207     7695
2018-131T02:59:36.1737Z [May 11] ( 24.050,  91.764)        473           125       8      25     7695
2018-131T02:59:36.4190Z [May 11] ( 23.921,  91.913)        547           268      10      27     7695
2018-131T02:59:38.0485Z [May 11] ( 24.540,  92.309)        124           254       5       8     7695
2018-131T02:59:38.0716Z [May 11] ( 24.446,  92.352)        331           317       6      16     7695
2018-131T02:59:38.6694Z [May 11] ( 24.307,  92.192)       1048           743      14      42     7695
2018-131T02:59:39.3447Z [May 11] ( 24.512,  92.178)        382           350      12      19     7695
2018-131T02:59:42.1110Z [May 11] ( 24.088,  91.743)        155           175       6      11     7695
2018-131T02:59:42.1572Z [May 11] ( 24.774,  92.161)        103           136       3       6     7695
2018-131T02:59:44.0482Z [May 11] ( 24.078,  91.879)        668           373      13      29     7695
2018-131T02:59:45.0919Z [May 11] ( 24.489,  92.239)        285           322       8      20     7695
2018-131T02:59:46.3310Z [May 11] ( 20.332,  88.100)         18             0       1       1     7695
2018-131T02:59:46.3451Z [May 11] ( 24.144,  91.769)        271           465      11      17     7695
2018-131T02:59:46.3451Z [May 11] ( 24.538,  92.333)        122           231       7       7     7695
2018-131T02:59:46.9180Z [May 11] ( 24.030,  91.766)       1018           324      16      43     7695
2018-131T02:59:47.9923Z [May 11] ( 20.283,  88.048)        463           236       7      17     7695
2018-131T02:59:49.4732Z [May 11] ( 24.094,  91.744)         36             0       1       2     7695
2018-131T02:59:49.6682Z [May 11] ( 24.368,  92.004)        103             7       5       7     7695
2018-131T02:59:49.7932Z [May 11] ( 24.337,  91.895)        286            62       6      15     7695
2018-131T02:59:49.8400Z [May 11] ( 24.282,  91.950)         22             7       2       2     7695
2018-131T02:59:52.2730Z [May 11] ( 23.931,  91.847)        206           180       4      14     7695
2018-131T02:59:52.2730Z [May 11] ( 23.978,  91.727)        113            82       3       8     7695
2018-131T02:59:52.4273Z [May 11] ( 24.511,  92.256)        286           123       5      13     7695
2018-131T02:59:54.0388Z [May 11] ( 24.139,  92.035)        512           259      12      23     7695
2018-132T02:06:16.4622Z [May 12] ( 24.916,  93.480)        447           101       8      24     7710
2018-133T16:09:27.9301Z [May 13] ( 20.630,  89.965)       2270           838      49     116     7735
2018-133T16:09:29.8587Z [May 13] ( 20.625,  90.053)         71           143       3       5     7735
2018-133T16:09:30.2055Z [May 13] ( 20.729,  90.047)         15             0       1       1     7735
2018-133T16:09:30.4743Z [May 13] ( 20.649,  90.174)         42             7       2       3     7735
2018-133T16:09:31.9074Z [May 13] ( 20.682,  89.964)         93           394       9       9     7735
2018-133T16:09:33.0134Z [May 13] ( 20.581,  90.054)       7898          1958      74     306     7735
2018-133T16:09:34.2806Z [May 13] ( 20.926,  89.938)        125            57       5       7     7735
2018-133T16:09:34.9490Z [May 13] ( 20.639,  89.989)       1008           109      14      46     7735
2018-133T16:09:35.2424Z [May 13] ( 20.446,  89.987)       1487           780      29      86     7735
2018-133T16:09:35.6309Z [May 13] ( 20.837,  89.901)        154           424       9      12     7735
2018-133T16:09:35.6630Z [May 13] ( 20.870,  89.871)       1103           542      23      60     7735
2018-133T16:09:36.6837Z [May 13] ( 20.605,  90.090)         77            21       2       4     7735
2018-133T16:09:37.1725Z [May 13] ( 20.579,  90.026)        258           316      12      19     7735
2018-133T16:09:38.1429Z [May 13] ( 20.402,  90.078)        374           410      10      29     7735
2018-133T16:09:39.1418Z [May 13] ( 20.637,  90.059)         88           204       5       7     7735
2018-133T16:09:41.0775Z [May 13] ( 20.656,  89.956)       2394           402      41     114     7735
2018-133T16:09:41.2438Z [May 13] ( 20.658,  90.049)        314           202       7      19     7735
2018-133T16:09:42.4040Z [May 13] ( 20.610,  90.067)        124           315       6      11     7735
2018-133T16:09:43.8276Z [May 13] ( 20.622,  90.049)        396           426      14      21     7735
2018-133T16:09:44.4829Z [May 13] ( 20.330,  90.091)        611           209      11      35     7735
2018-133T16:09:44.5346Z [May 13] ( 20.391,  89.993)        698           252      11      40     7735
2018-133T16:09:45.3422Z [May 13] ( 20.631,  90.014)        305           766      13      20     7735
2018-133T16:09:46.3250Z [May 13] ( 20.917,  89.953)         74           162       4       7     7735
2018-133T16:09:46.5632Z [May 13] ( 20.513,  89.968)       2607           708      46     140     7735
2018-133T16:09:47.3994Z [May 13] ( 20.624,  90.077)       2559           435      27     101     7735
2018-133T16:09:49.0967Z [May 13] ( 20.690,  89.962)        122            59       3      10     7735
2018-133T16:09:49.4284Z [May 13] ( 20.847,  89.830)         24             0       1       2     7735
2018-133T16:09:49.8043Z [May 13] ( 20.523,  90.061)       4006           801      39     170     7735
2018-133T16:09:50.7063Z [May 13] ( 20.860,  89.862)        580           681      19      37     7735
2018-133T16:09:51.9631Z [May 13] ( 20.618,  90.054)        522           412      11      28     7735
2018-133T16:09:53.2379Z [May 13] ( 20.348,  90.077)         46           162       3       4     7735
2018-133T16:09:53.6962Z [May 13] ( 20.636,  90.020)        700           264      13      36     7735
2018-133T16:09:55.3835Z [May 13] ( 20.612,  89.996)       3970          1739      48     175     7735
2018-133T16:09:55.9081Z [May 13] ( 20.906,  89.933)        440           394      13      25     7735
2018-133T16:09:58.4523Z [May 13] ( 20.468,  90.007)       6548           932      74     286     7735
2018-133T16:09:59.7845Z [May 13] ( 20.602,  90.037)        158            48       3       8     7735
2018-133T16:10:01.0738Z [May 13] ( 20.636,  90.024)        641           372      14      30     7735
2018-133T16:10:01.5482Z [May 13] ( 20.673,  89.955)       6431           798      58     244     7735
2018-133T16:10:03.2808Z [May 13] ( 20.604,  90.059)        558           397      12      29     7735
2018-133T16:10:03.6426Z [May 13] ( 20.365,  90.016)        191           245       7      17     7735
2018-133T16:10:04.2154Z [May 13] ( 20.150,  89.639)        210           367       6      20     7735
2018-133T16:10:04.8245Z [May 13] ( 20.244,  89.635)       1501           401      11      76     7735
2018-133T16:10:04.9873Z [May 13] ( 20.371,  89.641)        597           400      11      32     7735
2018-133T16:10:05.3786Z [May 13] ( 20.585,  90.067)        387           474      14      31     7735
2018-133T16:10:05.6791Z [May 13] ( 20.828,  89.963)        417           180      14      22     7735
2018-133T16:10:06.1998Z [May 13] ( 20.416,  89.994)        600           309       8      31     7735
2018-133T16:10:06.7370Z [May 13] ( 20.611,  89.984)       1232           456      13      48     7735
2018-133T16:10:07.5977Z [May 13] ( 20.558,  90.038)       2417          1156      41     125     7735
2018-133T16:10:10.3585Z [May 13] ( 20.632,  90.055)       3639          1099      43     155     7735
2018-133T16:10:12.6684Z [May 13] ( 20.625,  90.007)       1486           458      19      66     7735
2018-133T16:10:14.0418Z [May 13] ( 20.600,  90.043)        761           492      17      44     7735
2018-133T16:10:15.1337Z [May 13] ( 20.368,  90.021)       1257           300      11      51     7735
2018-133T16:10:16.2990Z [May 13] ( 20.593,  90.019)        221           356       6      15     7735
2018-133T16:10:17.5261Z [May 13] ( 20.483,  90.043)      10263           504      95     403     7735
2018-133T16:10:18.4602Z [May 13] ( 20.630,  90.001)       5020           702      42     169     7735
2018-133T16:10:19.0245Z [May 13] ( 20.607,  89.928)        991           316      15      47     7735
2018-133T16:10:19.7978Z [May 13] ( 20.592,  90.044)         75           288       3       6     7735
2018-133T16:10:21.7048Z [May 13] ( 20.582,  90.016)        369           280       8      25     7735
2018-133T16:10:23.2103Z [May 13] ( 20.614,  90.046)       1596           429      20      68     7735
2018-133T16:10:24.3435Z [May 13] ( 20.416,  89.938)       8555           771      91     409     7735
2018-133T16:10:25.0600Z [May 13] ( 20.554,  90.021)        103             0       1       6     7735
2018-133T16:10:25.4665Z [May 13] ( 20.392,  89.936)         55             1       2       4     7735
2018-133T16:10:25.4987Z [May 13] ( 20.589,  90.044)       1054           438      12      41     7735
2018-133T16:10:25.7348Z [May 13] ( 20.335,  90.076)        336           468      11      27     7735
2018-133T16:10:27.1172Z [May 13] ( 20.607,  89.927)       6196           975      56     242     7735
2018-133T16:10:27.9981Z [May 13] ( 20.523,  89.828)         11             0       1       1     7735
2018-133T16:10:29.0579Z [May 13] ( 20.612,  90.035)        392           625      15      27     7735
2018-133T16:10:31.2960Z [May 13] ( 20.562,  90.027)        531           259       9      25     7735
2018-133T16:10:32.4774Z [May 13] ( 20.602,  90.011)       1820           573      29      85     7735
2018-133T16:10:32.9161Z [May 13] ( 20.396,  90.033)       6464           866      53     248     7735
2018-133T16:10:34.5959Z [May 13] ( 20.538,  89.951)       1683           774      29      95     7735
2018-133T16:10:36.3752Z [May 13] ( 20.903,  90.073)        108           111       3       9     7735
2018-133T16:10:36.6798Z [May 13] ( 20.620,  89.961)       3281           814      37     131     7735
2018-133T16:10:38.5541Z [May 13] ( 20.604,  90.000)        168           225      13      14     7735
2018-133T16:10:40.3590Z [May 13] ( 20.300,  90.017)        413           336      13      25     7735
2018-133T16:10:40.6293Z [May 13] ( 20.556,  90.011)        493           186       9      22     7735
2018-133T16:10:41.2558Z [May 13] ( 20.400,  89.920)       6852           674      36     236     7735
2018-133T16:10:41.4618Z [May 13] ( 20.592,  89.977)       2416           534      29      98     7735
2018-133T16:10:41.6799Z [May 13] ( 20.458,  89.873)        834           253      13      41     7735
2018-133T16:10:43.8082Z [May 13] ( 20.565,  89.981)         49           139       2       4     7735
2018-133T16:10:44.7233Z [May 13] ( 20.640,  89.930)       4385           672      48     172     7735
2018-133T16:10:44.7891Z [May 13] ( 20.599,  90.023)         14             0       1       1     7735
2018-133T16:10:44.8770Z [May 13] ( 20.464,  89.979)       1371           436      35      78     7735
2018-133T16:10:46.4187Z [May 13] ( 20.581,  89.983)         99           309       4       6     7735
2018-133T16:10:49.1204Z [May 13] ( 20.579,  89.990)       1582           308      27      67     7735
2018-133T16:10:50.1140Z [May 13] ( 20.830,  89.910)         88           105       2       8     7735
2018-133T16:10:50.7980Z [May 13] ( 20.556,  89.941)        476           530      12      26     7735
2018-133T16:10:52.0050Z [May 13] ( 20.808,  89.822)       1859           268      33      74     7735
2018-133T16:10:52.0854Z [May 13] ( 20.760,  89.789)         78           195       2       4     7735
2018-133T16:10:53.1129Z [May 13] ( 20.586,  89.987)       1298           191      14      53     7735
2018-133T16:10:53.1491Z [May 13] ( 20.598,  90.017)        118           151       4       8     7735
2018-133T16:10:54.3988Z [May 13] ( 20.611,  89.819)       3152           486      38     137     7735
2018-133T16:10:55.2973Z [May 13] ( 20.388,  89.861)       2871           429      36     136     7735
2018-133T16:10:55.3762Z [May 13] ( 20.589,  89.970)         39            39       2       3     7735
2018-133T16:10:55.6752Z [May 13] ( 20.538,  89.936)         26             0       1       2     7735
2018-133T16:10:56.1727Z [May 13] ( 20.387,  89.928)         82             0       1       5     7735
2018-133T16:10:56.6651Z [May 13] ( 20.880,  89.848)         35            25       2       3     7735
2018-133T16:10:57.1591Z [May 13] ( 20.547,  89.930)        128           189       9       9     7735
2018-133T16:10:58.3861Z [May 13] ( 20.561,  89.952)         74           119       4       6     7735
2018-133T16:10:59.3313Z [May 13] ( 20.574,  89.911)        600           816      16      37     7735
2018-133T16:11:00.3931Z [May 13] ( 20.521,  89.597)         85            58       4       8     7735
